# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	LR584233.2	18946921	19001607	-	6419.4	4862	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	LR584237.1	7059720	7100098	-	6988.4	3649	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Complete	LR584231.2	15933459	15979203	-	6802.1	3437	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	LR584241.1	4365635	4384525	-	7215.6	3921	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	LR584237.1	17246627	17272404	-	6800.6	3690	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	LR584233.2	2067035	2092170	+	6414.1	3182	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CAAJGN030000062.1	1166384	1214610	+	3660.9	2594	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Missing
1662at7742	Complete	LR584246.2	13203897	13262272	-	5698.8	2930	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	LR584234.2	477865	532635	-	4437.0	2515	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	LR584236.2	2475793	2520609	-	3945.5	2527	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	LR584239.2	9109109	9130773	+	5526.3	2608	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	LR584242.2	16013774	16041938	-	4972.0	2910	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	LR584240.2	14563616	14581961	-	1820.9	1810	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	LR584239.2	16080082	16101433	+	4217.9	2445	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	LR584240.2	4364490	4396357	+	3325.1	2015	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	LR584236.2	16497543	16512802	-	3543.9	2808	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Fragmented	LR584237.1	4298237	4318612	-	2366.8	1170	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	LR584245.2	5114949	5131992	-	3720.8	2036	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	LR584233.2	9603745	9619917	-	4147.8	2334	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	LR584241.1	7512792	7524709	-	4783.4	2043	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	LR584246.2	6359800	6373228	-	2242.2	1669	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	LR584233.2	17308518	17326536	-	2328.2	1621	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	LR584236.2	5241669	5260943	-	3511.7	1894	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	LR584245.2	13029405	13045155	+	4298.9	2173	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	LR584241.1	1826945	1843569	-	3106.3	1784	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	LR584241.1	4594335	4612901	-	3653.7	2486	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	LR584246.2	14786262	14802069	-	2919.6	1975	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	LR584252.2	9070315	9085953	+	2694.7	1882	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	LR584251.2	8863554	8884914	-	4170.3	2025	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	LR584233.2	13858152	13869792	+	3242.3	1641	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	LR584238.1	7763957	7781035	-	3381.5	1889	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	LR584231.2	14451157	14470471	+	1689.1	1155	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	LR584238.1	6832500	6854036	-	3889.8	1993	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	LR584249.2	7528210	7619562	+	3042.7	1851	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
