# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	CM007493.2	14439277	14541663	+	7508.2	5142	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	CM007501.2	24276201	24335675	+	7910.0	4000	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Complete	CM007497.2	22604516	22657913	+	6077.8	3070	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	CM007495.2	14899947	14928486	+	7385.1	3891	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	CM007501.2	34373383	34486043	+	6868.6	3724	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	CM007493.2	12450570	12489071	+	6881.0	3486	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM007490.2	30982906	31092920	-	4349.0	3166	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	CM007489.2	20749274	20828840	+	7054.2	3294	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	CM007488.2	49181723	49277770	-	5749.7	2930	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	CM007485.2	654518	711788	+	5692.8	3070	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM007496.2	39254694	39284101	-	2504.9	1557	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Fragmented	CM007487.2	397281	419732	-	3627.6	1693	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	CM007494.2	23729933	23787607	-	4606.6	2731	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM007491.2	13597987	13646956	-	1637.5	1420	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM007487.2	34429369	34456096	+	4627.9	2500	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM007491.2	1173084	1198521	-	4014.4	2270	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM007498.2	29821689	29848860	-	3757.8	2891	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM007501.2	28357906	28433041	+	4599.2	2179	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	CM007500.2	20145468	20163954	-	3857.6	2151	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	CM007493.2	6156827	6186572	+	4227.6	2330	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	CM007495.2	19565187	19595810	-	5137.7	2170	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	CM007488.2	1002637	1022605	+	2323.6	1708	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	CM007493.2	17502682	17524575	+	3141.3	1962	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	CM007503.2	38219394	38247229	-	3676.1	1874	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	CM007500.2	3651431	3682124	+	3896.5	2025	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	CM007495.2	2132780	2221702	+	3138.3	1807	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	CM007495.2	14499916	14516758	+	2733.4	1583	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Complete	CM007488.2	42267094	42298173	-	2957.4	1985	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	CM007498.2	3960125	3985486	-	3813.6	2323	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	CM007490.2	14157409	14187593	+	4233.9	2025	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	CM007493.2	17871503	17886486	-	3743.6	1864	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	CM007492.2	14457043	14482714	+	3787.4	1979	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	CM007497.2	31764544	31786159	-	1739.2	1162	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM007492.2	6462857	6492826	-	4632.8	2337	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	CM007496.2	7461179	7632836	+	2982.2	1826	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM007494.2	559933	610097	+	3164.2	1837	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM007488.2	54313773	54332897	-	2960.4	2226	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM007500.2	21993664	22012949	-	2540.6	1851	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
