# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	CM000938.1	22988687	23142105	+	6656.5	4726	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Fragmented	GL344339.1	1	60323	+	1053.4	642	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Fragmented	CM000939.1	86498033	86569102	+	3197.6	1612	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	CM000939.1	188598418	188625881	-	7371.0	3918	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Fragmented	GL344268.1	2558	56297	-	4482.9	2477	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	GL343282.1	182112	273029	-	7457.4	3801	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM000942.1	18353876	18537333	+	3400.6	2473	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Missing
1662at7742	Fragmented	CM000941.1	95494806	95534861	-	1765.7	955	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	GL343769.1	71375	177633	-	4847.9	2640	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM000940.1	107363100	107442552	+	3707.1	2282	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	GL343523.1	189160	313623	+	5591.1	2618	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	CM000937.1	219277763	219376130	+	3829.4	2364	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM000941.1	30190864	30305131	-	2032.2	1874	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM000941.1	80069997	80183079	-	2220.1	1535	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Fragmented	GL344155.1	8718	31340	-	1776.4	1122	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	GL343432.1	238399	288528	-	2365.5	2019	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Fragmented	GL343615.1	137460	184675	+	2502.7	1231	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	CM000939.1	21838376	21892029	+	3861.1	2222	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
