# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	GL010028.1	1783541	2052988	+	5998.2	4086	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	GL010053.1	3174783	3314566	+	8152.2	4139	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Complete	GL010038.1	29420428	29710343	+	8357.3	3966	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	GL010056.1	8419089	8502554	-	7524.4	3922	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	GL010053.1	9667602	9907163	-	6786.4	3671	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	GL010111.1	6629178	6756623	-	7596.1	3709	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Missing
1653at7742	Complete	GL010072.1	9870473	9995552	+	6159.0	3149	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	GL010032.1	73385222	73579525	-	3890.9	2110	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	GL010092.1	531026	630718	-	4741.1	2577	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	GL010061.1	23305534	23380437	+	3427.4	2100	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	GL010079.1	867825	1053274	+	5579.8	2589	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Fragmented	GL010043.1	35086784	35186363	-	1897.0	1149	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	GL010029.1	91137856	91405335	+	2072.4	1592	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	GL010045.1	1982653	2128270	-	3515.1	2119	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	GL010074.1	7637687	7756674	-	4084.2	2281	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	GL010040.1	78569	167893	-	2682.4	1742	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	GL010053.1	10893622	11034408	+	4595.1	2180	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Missing
4443at7742	Complete	GL010097.1	4162744	4227254	+	3846.6	2149	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	GL010074.1	4850594	4884455	-	4998.9	2097	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	GL010107.1	7331623	7426942	+	2480.0	1764	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	GL010031.1	53469004	53578216	+	3143.3	1902	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Fragmented	GL010044.1	41366008	41490656	+	2156.9	1375	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	GL010036.1	6819944	6914703	-	3459.3	1869	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	GL010085.1	9480883	9657523	+	3038.1	1810	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Missing
5604at7742	Complete	GL010029.1	25535780	25693511	+	3097.6	1989	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	GL010029.1	96635422	96763810	+	2369.5	1632	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Fragmented	GL010130.1	3745329	3820213	+	2098.2	1170	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	GL010140.1	2994000	3048622	-	3691.5	1839	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	GL010027.1	82416224	82501622	-	3163.6	1817	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	GL010030.1	76738839	76791481	-	1699.1	1134	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	GL010035.1	49118550	49246788	-	4103.1	2083	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	GL010047.1	25701804	26005406	-	1843.2	1282	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	GL010027.1	21303741	21432297	-	3421.2	1815	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	GL010042.1	50771967	50952596	-	3119.9	2256	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	GL010036.1	43365546	43450143	-	2668.1	1863	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	GL010095.1	833100	1000130	+	2850.0	1526	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Complete	GL010029.1	39696508	39718944	+	1633.2	1339	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Complete	GL010074.1	4911509	4921922	+	2456.8	1514	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	GL010094.1	274790	411712	+	3060.3	1808	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	GL010030.1	18301858	18388394	-	2955.8	1514	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	GL010031.1	30132447	30341740	+	2149.3	1553	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	GL010043.1	35936459	35994909	-	2731.7	1756	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	GL010040.1	23572268	23659375	+	2335.3	1657	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	GL010077.1	2977682	3159961	+	3082.7	1623	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Duplicated	GL010079.1	7296247	7403041	-	2594.1	2016	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	GL010036.1	40322515	40399135	-	2306.7	1999	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	GL010052.1	32852111	32881158	+	2082.1	1551	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	GL010074.1	1604410	1670399	-	2440.4	1347	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	GL010110.1	6910236	6986388	-	2688.9	1576	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	GL010072.1	3355750	3386339	-	2967.5	1647	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
10136at7742	Complete	GL010031.1	26153184	26166017	-	1088.6	989	https://www.orthodb.org/v10?query=10136at7742	zinc finger protein 407
10163at7742	Missing
10485at7742	Complete	GL010060.1	22175201	22251410	-	1382.7	1376	https://www.orthodb.org/v10?query=10485at7742	protein PRRC2C isoform X1
10757at7742	Complete	GL010039.1	33597005	33679250	+	2487.7	1456	https://www.orthodb.org/v10?query=10757at7742	plexin-D1
10899at7742	Missing
11104at7742	Complete	GL010045.1	40114439	40144146	+	2943.0	1453	https://www.orthodb.org/v10?query=11104at7742	NACHT and WD repeat domain-containing protein 2
11195at7742	Fragmented	GL010050.1	20548096	20616000	-	561.3	361	https://www.orthodb.org/v10?query=11195at7742	von Willebrand factor A domain-containing protein 8
11237at7742	Missing
11472at7742	Complete	GL010036.1	71900792	71949702	-	2917.4	1400	https://www.orthodb.org/v10?query=11472at7742	endoribonuclease Dicer
11505at7742	Complete	GL010080.1	13935720	13967746	-	2571.7	1419	https://www.orthodb.org/v10?query=11505at7742	tuberin isoform X1
11550at7742	Complete	GL010031.1	99396401	99560700	+	1809.9	1347	https://www.orthodb.org/v10?query=11550at7742	centrosomal protein 192 
11696at7742	Complete	GL010047.1	41116683	41150801	-	2991.7	1546	https://www.orthodb.org/v10?query=11696at7742	Intraflagellar transport 172
11895at7742	Complete	GL010111.1	3707031	3797921	-	1430.8	1221	https://www.orthodb.org/v10?query=11895at7742	kinetochore-associated protein 1
12004at7742	Missing
