# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Fragmented	CM000993.2	53084852	53117537	-	2252.2	1454	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	CM000984.2	6154588	6204574	-	4335.5	2142	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Fragmented	CM000962.2	149851834	149926836	+	2158.1	1203	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	CM000962.2	167014691	167036020	+	6850.3	3444	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	CM000984.2	5364828	5484905	-	6285.0	3404	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	CM000978.2	6379537	6458412	-	6614.3	3413	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM000967.2	23646050	23835382	+	3155.7	2328	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	CM000977.2	12097637	12170210	+	5652.3	2840	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	CM000962.2	12522551	12682495	-	4204.2	2348	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	CM000977.2	5206017	5266947	-	4793.4	2674	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM000971.2	27602514	27639900	+	2891.3	1614	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Fragmented	CM000963.2	3241786	3298037	+	2320.5	1269	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	CM000963.2	36852121	36909034	+	3985.9	2521	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM000962.2	44287873	44353037	+	2101.8	1695	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Fragmented	CM000965.2	61570733	61603840	-	2216.3	1142	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM000982.2	2508056	2594373	+	3027.8	1757	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM000971.2	8847446	8895791	-	3577.8	3729	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM000984.2	6614899	6674340	-	4591.8	2178	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Missing
4443at7742	Complete	CM000978.2	10914361	10959997	+	3787.6	2061	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	CM000982.2	426611	444256	-	4881.7	2088	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	CM000973.2	18993723	19019299	+	1620.2	1088	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	CM000993.2	1983085	2061141	+	2451.1	1641	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Fragmented	CM000971.2	21965069	22000436	-	1959.8	1066	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	CM000966.2	33326941	33418428	-	3495.7	1821	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	CM000987.2	3553329	3593508	-	3193.9	1806	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Missing
5604at7742	Complete	CM000962.2	10667431	10728952	-	3124.7	1970	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	CM000962.2	45935389	45994593	+	3835.4	2320	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	CM000967.2	40947527	40998485	+	4221.7	2010	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	CM000978.2	10382807	10402371	-	3742.4	1834	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	CM000963.2	76872226	76924425	-	3211.1	1744	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	CM000968.2	29567996	29622290	+	1605.4	1133	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM000964.2	73915015	74016571	-	3552.4	1786	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	CM000963.2	97692485	97854227	-	3033.3	1813	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM000963.2	50489557	50573477	-	2015.2	1196	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM000962.2	73215585	73379923	-	1189.0	1521	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM000966.2	27969034	28010997	-	1544.0	1204	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	CM000978.2	7937770	7984518	+	2167.0	1186	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Complete	KN389185.1	40628	52829	-	1284.2	1250	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Missing
8503at7742	Missing
8757at7742	Complete	CM000968.2	13299787	13357979	+	3314.2	1618	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Fragmented	CM000964.2	39283932	39350856	+	673.9	755	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	CM000963.2	36605423	36639061	+	2637.0	1742	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	CM000962.2	102497360	102545258	+	1610.8	1182	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
