# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	CM001006.3	81515913	81749160	-	6655.9	4611	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	CM000997.3	139107998	139216542	+	8756.8	4307	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Fragmented	CM001007.3	103391874	103490113	-	2848.9	1381	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	CM001007.3	61410654	61451704	+	7519.6	3922	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	CM000997.3	144701707	144917162	-	7232.4	3731	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	CM000998.3	121358535	121504668	+	7192.9	3578	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM000995.3	13273199	13496624	-	3239.9	2381	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	CM000998.3	144707960	144795768	+	7079.6	3299	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	CM000998.3	22090471	22331071	-	5553.3	2924	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	CM001000.3	117720322	117818168	-	5111.2	2763	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM000997.3	118235235	118266386	-	2473.4	1442	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	CM001004.3	23277858	23439188	+	5573.5	2628	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	CM001006.3	13778363	13951764	+	4250.2	2537	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM001003.3	92698712	92917458	-	2770.9	2155	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM000998.3	34938447	35066189	+	4690.6	2488	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM001004.3	72708808	72815543	+	4050.6	2250	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM000994.3	139364469	139421488	+	3429.9	2659	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM000997.3	148536728	148640833	+	4544.6	2188	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Missing
4443at7742	Complete	CM000998.3	115703348	115760209	+	4212.1	2310	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	CM001004.3	75382242	75403669	+	4442.6	1850	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
