# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	CM021368.1	7826786	8297829	+	6773.4	5218	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	CM021396.1	26935967	27075357	+	8202.8	4307	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Complete	CM021371.1	73994709	74215076	+	7318.6	3811	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Missing
1034at7742	Complete	CM021396.1	30419910	30559113	-	5965.6	3516	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	CM021390.1	30607299	30775021	+	7567.0	3919	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM021367.1	108513487	108746639	-	2810.7	2282	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	CM021387.1	20599512	20771306	-	6403.0	3296	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	CM021386.1	28619298	28875465	-	5076.0	2886	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	CM021387.1	43591050	43723979	+	5368.6	2990	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM021375.1	52393803	52588546	-	3592.0	2550	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	CM021373.1	8265264	8446889	+	4883.9	2545	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	CM021370.1	92650441	92805607	+	4491.3	2760	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM021386.1	2361028	2681730	-	1202.2	1510	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM021368.1	93488959	93700882	-	3933.2	2449	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM021393.1	16793377	16934692	-	2930.1	2103	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM021375.1	8815567	8905885	+	3495.3	3328	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM021396.1	19264941	19443895	-	4193.8	2171	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	CM021378.1	44373204	44457765	+	3266.6	2036	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	CM021390.1	24923274	25004163	+	3756.7	2289	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	CM021393.1	30804815	30846382	+	4742.4	2076	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	CM021399.1	12584388	12696515	+	1956.0	1687	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	CM021366.1	134098011	134238623	-	2577.3	1857	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	CM021375.1	48422489	48534916	+	3754.1	2122	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	CM021374.1	32048370	32131914	-	3879.8	2021	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	CM021398.1	2071027	2144605	+	2607.6	1758	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Complete	CM021371.1	46698236	46876551	+	3492.3	2497	https://www.orthodb.org/v10?query=5520at7742	serine-protein kinase ATM
5604at7742	Missing
5938at7742	Complete	CM021384.1	20098647	20177069	-	3229.1	2304	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	CM021367.1	122316921	122510587	+	3735.1	1995	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	CM021390.1	22276872	22382113	+	3362.0	1807	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	CM021373.1	40475660	40562009	-	3485.8	1954	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	CM021372.1	73662932	73726990	+	1392.1	1135	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM021369.1	11831677	11975891	-	4308.5	2239	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	CM021370.1	77819791	78075902	+	2714.2	1866	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM021373.1	56713436	56795199	+	2934.2	1774	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM021386.1	13231494	13313074	+	2063.7	2221	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM021374.1	25038696	25115355	+	2101.8	1815	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	CM021390.1	23386549	23616723	-	2467.4	1602	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Missing
8409at7742	Complete	CM021393.1	15177952	15192988	-	1860.9	1416	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	CM021379.1	8006889	8108901	+	2648.8	1837	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	CM021372.1	5009891	5098766	+	2933.3	1527	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
8766at7742	Complete	CM021369.1	8334697	8559517	+	1641.0	1495	https://www.orthodb.org/v10?query=8766at7742	rotatin
8874at7742	Complete	CM021373.1	26280619	26361425	-	2298.9	1827	https://www.orthodb.org/v10?query=8874at7742	HEAT repeat-containing protein 1
8995at7742	Complete	CM021379.1	14703212	14776734	-	1990.9	1686	https://www.orthodb.org/v10?query=8995at7742	nucleolar pre-ribosomal-associated protein 1
9110at7742	Complete	CM021370.1	16388382	16487206	+	2267.6	1457	https://www.orthodb.org/v10?query=9110at7742	anaphase-promoting complex subunit 1
9484at7742	Duplicated	CM021373.1	13204976	13308813	-	2421.6	1822	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	CM021374.1	22673569	22774431	-	2131.3	1673	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9484at7742	Duplicated	CM021406.1	11195964	11249922	-	2296.0	1526	https://www.orthodb.org/v10?query=9484at7742	spectrin beta chain, non-erythrocytic 4
9579at7742	Complete	CM021371.1	86812732	86820397	-	1394.5	1555	https://www.orthodb.org/v10?query=9579at7742	Upstream transcription factor family member 3
9683at7742	Complete	CM021393.1	13645605	13695313	-	2429.2	1695	https://www.orthodb.org/v10?query=9683at7742	protein KIAA0100 homolog isoform X1
9744at7742	Complete	CM021384.1	16018425	16087770	-	2697.5	1679	https://www.orthodb.org/v10?query=9744at7742	Nucleoporin 205
10003at7742	Complete	CM021387.1	27148916	27241443	+	3001.5	1726	https://www.orthodb.org/v10?query=10003at7742	integrator complex subunit 1
