# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	CM000667.2	90608932	90864626	+	5385.9	3775	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	CM000663.2	19074832	19210362	-	8834.5	4333	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Complete	CM000675.2	77040907	77326775	-	5688.6	2977	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Complete	CM000675.2	23330136	23375362	-	7533.9	3934	https://www.orthodb.org/v10?query=903at7742	sacsin
1034at7742	Complete	CM000663.2	12234267	12475494	+	6578.8	3627	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	CM000674.2	112162387	112294721	-	6477.1	3239	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	CM000672.2	16815840	17003778	-	3010.3	1904	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	CM000669.2	98880989	99012355	+	7105.3	3298	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	CM000669.2	103482869	103757292	-	4626.4	2511	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	CM000678.2	18792939	18916223	-	4728.7	2600	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM000663.2	43389969	43450480	+	3883.0	2329	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	CM000664.2	61188102	61395188	-	5588.3	2587	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Fragmented	CM000663.2	235751199	235818847	-	1879.4	1303	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	CM000674.2	96489610	96790311	+	2670.8	2043	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	CM000666.2	3097861	3240059	+	4730.7	2482	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	CM000679.2	4006890	4142895	-	4097.0	2290	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM000663.2	197084324	197146437	-	3566.1	2567	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	CM000663.2	11108177	11259409	-	4609.8	2187	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	CM000665.2	142449429	142578704	-	2923.1	1781	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	CM000674.2	120127849	120194697	-	4263.5	2249	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Duplicated	CM000679.2	1650802	1681081	-	4451.6	1865	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4577at7742	Duplicated	KI270861.1	80830	111109	-	4451.6	1865	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	CM000677.2	44561378	44663584	-	2515.0	1741	https://www.orthodb.org/v10?query=4900at7742	spatacsin
5018at7742	Complete	CM000680.2	45852467	45967239	-	3368.1	1959	https://www.orthodb.org/v10?query=5018at7742	ectopic P granules protein 5 homolog
5095at7742	Complete	CM000663.2	55069045	55180742	-	2866.5	1639	https://www.orthodb.org/v10?query=5095at7742	ubiquitin carboxyl-terminal hydrolase 24
5422at7742	Complete	CM000676.2	31100930	31205840	-	3251.9	1766	https://www.orthodb.org/v10?query=5422at7742	HECT domain E3 ubiquitin protein ligase 1
5465at7742	Complete	CM000673.2	121452332	121629563	+	3273.3	1784	https://www.orthodb.org/v10?query=5465at7742	sortilin-related receptor
5520at7742	Missing
5604at7742	Complete	CM000674.2	40225132	40367765	+	3200.3	2010	https://www.orthodb.org/v10?query=5604at7742	leucine-rich repeat serine/threonine-protein kinase 2
5938at7742	Complete	CM000674.2	101280283	101386123	+	3964.8	2351	https://www.orthodb.org/v10?query=5938at7742	small subunit processome component 20 homolog
5981at7742	Complete	CM000665.2	132442751	132538282	+	4235.9	2010	https://www.orthodb.org/v10?query=5981at7742	dnaJ homolog subfamily C member 13 isoform X1
6108at7742	Complete	CM000674.2	132624697	132687315	-	3639.4	1845	https://www.orthodb.org/v10?query=6108at7742	DNA polymerase epsilon catalytic subunit A
6126at7742	Complete	CM000668.2	83096978	83168167	+	3774.0	1993	https://www.orthodb.org/v10?query=6126at7742	Dopey family member 1
6253at7742	Complete	CM000664.2	151410424	151475071	+	1299.0	868	https://www.orthodb.org/v10?query=6253at7742	Replication timing regulatory factor 1
6305at7742	Complete	CM000670.2	102254302	102353101	-	3842.1	2033	https://www.orthodb.org/v10?query=6305at7742	Ubiquitin protein ligase E3 component n-recognin 5
6701at7742	Complete	CM000664.2	15275124	15487412	-	2043.1	1182	https://www.orthodb.org/v10?query=6701at7742	neuroblastoma-amplified sequence
7000at7742	Complete	CM000668.2	138187647	138336486	+	3423.3	1798	https://www.orthodb.org/v10?query=7000at7742	brefeldin A-inhibited guanine nucleotide-exchange protein 3
7262at7742	Complete	CM000674.2	5949015	6141295	-	3167.1	2255	https://www.orthodb.org/v10?query=7262at7742	von Willebrand factor
7732at7742	Complete	CM000676.2	67748436	67815963	-	2698.8	1878	https://www.orthodb.org/v10?query=7732at7742	Zinc finger FYVE-type containing 26
7768at7742	Complete	CM000684.2	24035518	24178196	+	2855.4	1541	https://www.orthodb.org/v10?query=7768at7742	calcineurin-binding protein cabin-1 isoform X1
8258at7742	Complete	CM000674.2	53268767	53293474	+	1627.3	1347	https://www.orthodb.org/v10?query=8258at7742	Extra spindle pole bodies like 1, separase
8409at7742	Duplicated	KI270861.1	155074	167724	+	2462.2	1466	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8409at7742	Duplicated	CM000679.2	1725038	1737685	+	2462.3	1466	https://www.orthodb.org/v10?query=8409at7742	WD repeat-containing protein 81
8503at7742	Complete	CM000683.2	36164734	36293571	+	3106.6	1805	https://www.orthodb.org/v10?query=8503at7742	Dopey family member 2
8757at7742	Complete	CM000664.2	208271520	208355305	+	3328.8	1635	https://www.orthodb.org/v10?query=8757at7742	Phosphoinositide kinase, FYVE-type zinc finger containing
