# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Fragmented	JADMNL010000006.1	381299358	382210269	-	2771.6	2543	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Fragmented	JADMNL010000004.1	185556117	186523520	+	2540.0	1157	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Fragmented	JADMNL010000011.1	946096057	948058762	+	3164.0	1886	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Missing
1034at7742	Fragmented	JADMNL010000004.1	548143514	548832923	-	2561.3	1596	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	JADMNL010000027.1	198640558	200822462	+	7752.5	3955	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	JADMNL010000008.1	1811230760	1812713262	+	3799.2	2689	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Missing
1662at7742	Complete	CM028131.1	691478553	692356193	+	4057.0	2166	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	JADMNL010000025.1	129084298	130506746	+	5531.2	3020	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	CM028136.1	256707991	259123477	+	3055.9	2001	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Fragmented	JADMNL010000002.1	1481945745	1482614314	-	1928.3	929	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Fragmented	JADMNL010000001.1	1819403792	1821311866	-	3120.5	1940	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Fragmented	CM028131.1	1321224748	1321760592	+	293.1	361	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Fragmented	JADMNL010000004.1	397674243	399048756	-	1884.8	1061	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	JADMNL010000030.1	86381762	87356718	-	3378.3	2228	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	CM028136.1	806089129	806095286	+	990.2	1726	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Fragmented	JADMNL010000004.1	22477994	23222570	+	2051.6	1092	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
