# BUSCO version is: 5.2.1 
# The lineage dataset is: vertebrata_odb10 (Creation date: 2021-02-19, number of genomes: 67, number of BUSCOs: 3354)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
173at7742	Complete	LR991680.1	119114301	119408736	+	6244.8	4649	https://www.orthodb.org/v10?query=173at7742	G-protein coupled receptor 98
476at7742	Complete	LR991689.1	2678306	2848978	+	7817.7	4304	https://www.orthodb.org/v10?query=476at7742	Ubiquitin protein ligase E3 component n-recognin 4
817at7742	Fragmented	LR991681.1	170574814	170661130	-	3132.7	1717	https://www.orthodb.org/v10?query=817at7742	E3 ubiquitin-protein ligase MYCBP2 isoform X1
903at7742	Missing
1034at7742	Complete	LR991689.1	153261902	153590135	+	6200.2	3593	https://www.orthodb.org/v10?query=1034at7742	Vacuolar protein sorting 13 homolog D
1270at7742	Complete	LR991680.1	172939637	173189746	+	7140.3	3879	https://www.orthodb.org/v10?query=1270at7742	probable E3 ubiquitin-protein ligase HECTD4
1566at7742	Complete	LR991684.1	42154830	42520262	-	4197.8	3098	https://www.orthodb.org/v10?query=1566at7742	cubilin
1653at7742	Complete	LR991685.1	51166345	51411598	-	6708.5	3301	https://www.orthodb.org/v10?query=1653at7742	transformation/transcription domain-associated protein
1662at7742	Complete	LR991682.1	138694798	139232216	-	5228.4	2888	https://www.orthodb.org/v10?query=1662at7742	reelin
2066at7742	Complete	LR991685.1	61148624	61379226	+	5273.6	2999	https://www.orthodb.org/v10?query=2066at7742	serine/threonine-protein kinase SMG1
2178at7742	Complete	LR991686.1	205773352	205981879	+	3946.5	2572	https://www.orthodb.org/v10?query=2178at7742	protein SZT2
2461at7742	Complete	LR991683.1	390389015	390593390	+	4983.5	2576	https://www.orthodb.org/v10?query=2461at7742	ubiquitin carboxyl-terminal hydrolase 34
2503at7742	Complete	LR991683.1	317746204	318021719	-	4440.7	3036	https://www.orthodb.org/v10?query=2503at7742	lysosomal-trafficking regulator
2845at7742	Complete	LR991682.1	216627162	217160069	-	2571.5	2393	https://www.orthodb.org/v10?query=2845at7742	cilia- and flagella-associated protein 54
3022at7742	Complete	LR991680.1	623471271	623731505	+	4080.5	2477	https://www.orthodb.org/v10?query=3022at7742	huntingtin
3190at7742	Complete	LR991681.1	242596954	242891568	+	3388.4	2198	https://www.orthodb.org/v10?query=3190at7742	zinc finger ZZ-type and EF-hand domain-containing protein 1
3764at7742	Complete	LR991686.1	118052565	118122504	+	3284.7	3164	https://www.orthodb.org/v10?query=3764at7742	abnormal spindle-like microcephaly-associated protein
4106at7742	Complete	LR991689.1	134582559	134784093	+	4040.4	2143	https://www.orthodb.org/v10?query=4106at7742	serine/threonine-protein kinase mTOR
4372at7742	Complete	LR991683.1	143943464	144073813	+	3598.9	2177	https://www.orthodb.org/v10?query=4372at7742	serine/threonine-protein kinase ATR
4443at7742	Complete	LR991680.1	216890650	216966432	+	3768.4	2245	https://www.orthodb.org/v10?query=4443at7742	translational activator GCN1
4577at7742	Complete	LR991681.1	438840880	438872848	+	4921.7	2143	https://www.orthodb.org/v10?query=4577at7742	pre-mRNA-processing-splicing factor 8
4900at7742	Complete	LR991682.1	8962669	9107022	+	1698.5	1667	https://www.orthodb.org/v10?query=4900at7742	spatacsin
